"Date","Price","Open","High","Low","Vol.","Change %"
"01/09/2024","29.9668","29.9220","29.9724","29.8450","","0.15%"
"01/08/2024","29.9205","29.8702","29.9401","29.8004","","0.33%"
"01/05/2024","29.8221","29.8490","29.9162","29.7415","","-0.08%"
"01/04/2024","29.8459","29.7903","29.9750","29.6865","","0.19%"
"01/03/2024","29.7901","29.7572","29.9040","29.7190","","0.13%"
"01/02/2024","29.7517","29.5615","29.7694","29.5440","","0.66%"
"01/01/2024","29.5555","29.4477","29.6600","29.4001","","0.27%"
"12/29/2023","29.4768","29.5724","29.7336","29.2100","","-0.13%"
"12/28/2023","29.5150","29.3921","29.6994","29.3204","","0.42%"
"12/27/2023","29.3917","29.3111","29.4174","29.2164","","0.27%"
"12/26/2023","29.3114","29.3439","29.5043","29.0904","","0.18%"
"12/25/2023","29.2598","29.1425","29.4018","29.0080","","-0.05%"
"12/22/2023","29.2732","29.1227","29.4157","29.0584","","0.46%"
"12/21/2023","29.1378","29.1306","29.2283","29.0360","","0.02%"
"12/20/2023","29.1306","29.0930","29.1390","28.9980","","0.13%"
"12/19/2023","29.0916","29.0555","29.1114","29.0165","","0.12%"
"12/18/2023","29.0554","28.9478","29.0683","28.8863","","0.23%"
"12/15/2023","28.9895","28.9930","29.0625","28.8314","","0.03%"
"12/14/2023","28.9816","29.0013","29.0525","28.9280","","-0.08%"
"12/13/2023","29.0048","29.0301","29.0895","28.9570","","-0.07%"
"12/12/2023","29.0265","28.9667","29.0686","28.9333","","0.21%"
"12/11/2023","28.9655","28.9503","29.0931","28.8818","","0.12%"
"12/08/2023","28.9314","28.9081","29.0889","28.8685","","0.05%"
"12/07/2023","28.9173","28.9201","28.9449","28.8727","","-0.01%"
"12/06/2023","28.9200","28.9198","28.9511","28.8540","","0.00%"
"12/05/2023","28.9198","28.9227","28.9510","28.8530","","-0.01%"
"12/04/2023","28.9228","28.9141","28.9460","28.8250","","0.07%"
"12/01/2023","28.9019","28.8884","28.9629","28.7403","","0.05%"
"11/30/2023","28.8885","28.9479","28.9530","28.7395","","-0.20%"
"11/29/2023","28.9478","28.9206","28.9609","28.8163","","0.09%"
"11/28/2023","28.9225","28.9132","28.9385","28.8134","","0.03%"
"11/27/2023","28.9138","28.8746","28.9238","28.8013","","0.17%"
"11/24/2023","28.8656","28.8352","28.9248","28.7804","","0.12%"
"11/23/2023","28.8323","28.8382","28.9200","28.6120","","-0.02%"
"11/22/2023","28.8380","28.8008","28.8873","28.7073","","0.13%"
"11/21/2023","28.8008","28.7850","28.8305","28.6500","","0.06%"
"11/20/2023","28.7850","28.7104","28.7907","28.6031","","0.28%"
"11/17/2023","28.7051","28.7070","28.8747","28.4905","","-0.01%"
"11/16/2023","28.7069","28.6845","28.7146","28.5431","","0.08%"
"11/15/2023","28.6845","28.6403","28.7722","28.3707","","0.13%"
"11/14/2023","28.6462","28.6112","28.7563","28.4258","","0.12%"
"11/13/2023","28.6108","28.5559","28.6587","28.4772","","0.18%"
"11/10/2023","28.5595","28.5315","28.8050","28.4725","","0.11%"
"11/09/2023","28.5293","28.5224","28.5405","28.4218","","0.02%"
"11/08/2023","28.5227","28.5007","28.5495","28.4350","","0.08%"
"11/07/2023","28.5003","28.4518","28.6424","28.3680","","0.17%"
"11/06/2023","28.4530","28.4192","28.4711","28.2866","","0.26%"
"11/03/2023","28.3797","28.4266","28.5666","28.2965","","-0.18%"
"11/02/2023","28.4306","28.3271","28.5585","28.1811","","0.37%"
"11/01/2023","28.3270","28.3074","28.4284","28.2126","","0.07%"
"10/31/2023","28.3074","28.2678","28.4789","28.1615","","0.14%"
"10/30/2023","28.2676","28.2319","28.3425","28.1104","","0.35%"
"10/27/2023","28.1679","28.1734","28.3154","28.0865","","-0.01%"
"10/26/2023","28.1695","28.1531","28.2982","28.0840","","0.06%"
"10/25/2023","28.1532","28.1313","28.3807","28.0500","","0.09%"
"10/24/2023","28.1273","28.0875","28.3137","27.9900","","0.14%"
"10/23/2023","28.0873","28.0487","28.2250","27.9900","","0.37%"
"10/20/2023","27.9840","28.0296","28.2290","27.8281","","-0.16%"
"10/19/2023","28.0295","28.0453","28.1899","27.9230","","-0.06%"
"10/18/2023","28.0466","27.9664","28.1667","27.9400","","0.29%"
"10/17/2023","27.9665","27.8692","28.2519","27.8460","","0.33%"
"10/16/2023","27.8743","27.7117","27.9665","27.6424","","0.27%"
"10/13/2023","27.7981","27.8595","27.8965","27.7155","","-0.10%"
"10/12/2023","27.8249","27.7241","27.8775","27.6900","","0.36%"
"10/11/2023","27.7241","27.7341","27.8539","27.5934","","-0.04%"
"10/10/2023","27.7341","27.7260","27.8945","27.6770","","0.03%"
"10/09/2023","27.7247","27.6878","28.1125","27.5585","","0.40%"
"10/06/2023","27.6155","27.5875","27.7854","27.5210","","0.10%"
"10/05/2023","27.5875","27.5597","27.6808","27.4150","","0.10%"
"10/04/2023","27.5593","27.5461","27.7262","27.2575","","0.05%"
"10/03/2023","27.5442","27.4693","27.7510","27.4150","","0.28%"
"10/02/2023","27.4667","27.4711","27.6726","27.3145","","0.22%"
"09/29/2023","27.4071","27.4633","27.6650","27.3480","","-0.21%"
"09/28/2023","27.4635","27.3405","27.5054","27.3279","","0.48%"
"09/27/2023","27.3321","27.3480","27.6605","26.8896","","-0.06%"
"09/26/2023","27.3491","27.2221","27.5452","27.1780","","0.47%"
"09/25/2023","27.2201","27.1940","27.3956","27.1360","","0.18%"
"09/22/2023","27.1700","27.1189","27.4459","27.0915","","0.19%"
"09/21/2023","27.1190","27.0486","27.1754","26.9055","","0.39%"
"09/20/2023","27.0149","27.0266","27.2042","26.7101","","-0.04%"
"09/19/2023","27.0254","26.9911","27.1189","26.9585","","0.13%"
"09/18/2023","26.9897","26.9417","27.2068","26.9016","","-0.02%"
"09/15/2023","26.9940","26.9488","27.1672","26.8840","","0.18%"
"09/14/2023","26.9461","26.8895","27.2635","26.8858","","0.21%"
"09/13/2023","26.8897","26.9233","27.0169","26.8722","","-0.13%"
"09/12/2023","26.9256","26.8836","27.1666","26.7908","","0.16%"
"09/11/2023","26.8825","26.8032","26.9027","26.7872","","0.15%"
"09/08/2023","26.8433","26.8409","27.0221","26.7690","","-0.03%"
"09/07/2023","26.8513","26.8261","27.0454","26.7747","","0.20%"
"09/06/2023","26.7970","26.7762","27.0840","26.7088","","0.10%"
"09/05/2023","26.7691","26.7772","26.8991","26.5416","","-0.03%"
"09/04/2023","26.7784","26.5843","26.8039","26.5843","","0.19%"
"09/01/2023","26.7276","26.6938","26.7482","26.6280","","0.13%"
"08/31/2023","26.6921","26.6828","26.9384","26.6090","","0.02%"
"08/30/2023","26.6868","26.5585","26.7702","26.4535","","0.48%"
"08/29/2023","26.5606","26.3168","26.6405","25.7953","","0.94%"
"08/28/2023","26.3140","26.3574","26.5763","26.2011","","-0.89%"
"08/25/2023","26.5515","25.6531","26.5600","25.5680","","2.96%"
"08/24/2023","25.7874","27.1873","27.2798","25.0250","","-5.18%"
"08/23/2023","27.1962","27.1972","27.3115","26.9680","","-0.03%"
"08/22/2023","27.2042","27.1555","27.3170","26.8926","","0.17%"
"08/21/2023","27.1568","27.0541","27.2157","26.9299","","0.18%"
"08/18/2023","27.1075","27.1295","27.2650","27.0786","","-0.08%"
"08/17/2023","27.1300","27.0828","27.2523","27.0770","","0.18%"
"08/16/2023","27.0810","27.0652","27.2304","27.0368","","0.06%"
"08/15/2023","27.0654","27.0611","27.0833","27.0253","","0.03%"
"08/14/2023","27.0571","27.1164","27.2481","26.9456","","0.04%"
"08/11/2023","27.0454","27.1229","27.4539","26.8501","","-0.29%"
"08/10/2023","27.1229","26.9949","27.3869","26.9867","","0.47%"
"08/09/2023","26.9955","26.9964","27.3051","26.4085","","-0.01%"
"08/08/2023","26.9973","27.0105","27.2577","26.9613","","-0.05%"
"08/07/2023","27.0103","27.0036","27.0728","26.9630","","0.37%"
"08/04/2023","26.9112","27.2515","27.4277","26.9112","","-0.42%"
"08/03/2023","27.0238","26.9657","27.4931","26.9248","","0.21%"
"08/02/2023","26.9673","26.9755","27.4710","26.9032","","-0.02%"
"08/01/2023","26.9736","26.9389","27.3919","26.9248","","0.14%"
"07/31/2023","26.9368","26.9227","27.0256","26.8836","","0.11%"
"07/28/2023","26.9064","26.9604","26.9832","26.8962","","-0.19%"
"07/27/2023","26.9571","26.9119","27.0068","26.8921","","0.11%"
"07/26/2023","26.9283","26.9295","27.0763","26.8952","","0.00%"
"07/25/2023","26.9284","26.9809","27.1698","26.9039","","-0.19%"
"07/24/2023","26.9809","26.9734","27.1576","26.8277","","0.04%"
"07/21/2023","26.9705","26.8334","27.1653","26.6084","","0.43%"
"07/20/2023","26.8554","26.8317","27.1400","26.7322","","0.11%"
"07/19/2023","26.8255","26.9385","27.2219","26.6486","","-0.47%"
"07/18/2023","26.9534","26.3651","27.1027","26.3248","","2.23%"
"07/17/2023","26.3651","26.2231","26.5010","25.9309","","0.66%"
"07/14/2023","26.1923","26.0717","26.2657","25.9853","","0.50%"
"07/13/2023","26.0622","26.1505","26.2373","25.9273","","-0.38%"
"07/12/2023","26.1612","26.1124","26.2630","26.0986","","0.17%"
"07/11/2023","26.1160","26.2033","26.2490","26.0497","","-0.10%"
"07/10/2023","26.1417","26.1419","26.2827","25.9398","","0.33%"
"07/07/2023","26.0564","26.1349","26.2362","26.0075","","-0.21%"
"07/06/2023","26.1111","26.1641","26.2246","25.8325","","-0.15%"
"07/05/2023","26.1509","25.9645","26.3269","25.9350","","0.77%"
"07/04/2023","25.9509","25.9215","26.0999","25.9091","","0.11%"
"07/03/2023","25.9214","25.7460","26.2287","25.7316","","-0.50%"
"06/30/2023","26.0511","26.0357","26.0915","25.5296","","0.06%"
"06/29/2023","26.0366","26.0502","26.1264","26.0226","","-0.03%"
"06/28/2023","26.0441","26.0686","26.2337","25.9477","","0.04%"
"06/27/2023","26.0342","26.0771","26.2191","25.5352","","-0.14%"
"06/26/2023","26.0718","25.3242","26.2548","25.2574","","3.31%"
"06/23/2023","25.2375","24.9058","25.8083","24.8430","","1.39%"
"06/22/2023","24.8903","23.5585","24.9358","23.4867","","5.64%"
"06/21/2023","23.5613","23.5840","23.6313","23.3837","","-0.07%"
"06/20/2023","23.5771","23.5841","23.6633","23.4617","","0.02%"
"06/19/2023","23.5734","23.6256","23.6773","23.4622","","-0.18%"
"06/16/2023","23.6157","23.6552","23.6791","23.4576","","-0.14%"
"06/15/2023","23.6478","23.5616","23.6973","23.4155","","0.31%"
"06/14/2023","23.5736","23.6410","23.6882","23.4161","","-0.30%"
"06/13/2023","23.6435","23.6655","23.7863","23.2325","","-0.09%"
"06/12/2023","23.6653","23.6502","23.9212","23.4798","","1.14%"
"06/09/2023","23.3985","23.5037","23.6326","23.0226","","-0.45%"
"06/08/2023","23.5037","23.3000","23.6420","22.9589","","0.87%"
"06/07/2023","23.3001","21.9459","23.5635","21.8970","","6.10%"
"06/06/2023","21.9604","21.2732","21.9653","21.2336","","3.22%"
"06/05/2023","21.2745","21.0860","21.5428","21.0286","","1.48%"
"06/02/2023","20.9632","20.8959","21.0556","20.8098","","0.30%"
"06/01/2023","20.9012","20.7590","21.1652","20.7425","","0.68%"
"05/31/2023","20.7596","20.6243","21.0114","20.5485","","0.68%"
"05/30/2023","20.6202","20.1491","21.0304","20.1091","","2.36%"
"05/29/2023","20.1453","19.9941","20.1841","19.9779","","0.86%"
"05/26/2023","19.9727","19.9793","20.4700","19.8869","","-0.03%"
"05/25/2023","19.9793","19.9107","20.2300","19.8971","","0.34%"
"05/24/2023","19.9122","19.8683","19.9164","19.8564","","0.22%"
"05/23/2023","19.8683","19.8650","20.3206","19.8100","","0.02%"
"05/22/2023","19.8650","19.8217","20.0083","19.7860","","0.27%"
"05/19/2023","19.8124","19.8154","19.8256","19.7650","","-0.01%"
"05/18/2023","19.8144","19.7757","19.8520","19.6558","","0.19%"
"05/17/2023","19.7759","19.7359","19.7805","19.6451","","0.21%"
"05/16/2023","19.7352","19.6834","19.8392","19.6615","","0.26%"
"05/15/2023","19.6847","19.6345","19.8962","19.5475","","0.54%"
"05/12/2023","19.5783","19.5716","19.6692","19.4205","","0.04%"
"05/11/2023","19.5706","19.5446","19.9132","19.3230","","0.13%"
"05/10/2023","19.5448","19.5259","19.5827","19.4340","","0.10%"
"05/09/2023","19.5261","19.5065","19.5429","19.4200","","0.10%"
"05/08/2023","19.5067","19.5021","19.7618","19.4237","","-0.04%"
"05/05/2023","19.5139","19.4871","19.5329","19.4111","","0.11%"
"05/04/2023","19.4918","19.4789","19.5051","19.4575","","0.06%"
"05/03/2023","19.4799","19.4790","19.5007","19.4505","","0.00%"
"05/02/2023","19.4806","19.4623","19.4900","19.4340","","0.10%"
"05/01/2023","19.4612","19.4530","19.4835","19.4489","","0.06%"
"04/28/2023","19.4492","19.4405","19.4707","19.4165","","0.04%"
"04/27/2023","19.4405","19.4275","19.7168","19.4130","","0.07%"
"04/26/2023","19.4278","19.4280","19.4380","19.3950","","0.00%"
"04/25/2023","19.4269","19.4076","19.4708","19.3930","","0.10%"
"04/24/2023","19.4073","19.4074","19.4504","19.3787","","-0.01%"
"04/21/2023","19.4096","19.4066","19.4103","19.3888","","0.01%"
"04/20/2023","19.4075","19.4040","19.4223","19.3700","","0.02%"
"04/19/2023","19.4037","19.3995","19.4783","19.3765","","0.00%"
"04/18/2023","19.4044","19.3916","19.4631","19.3715","","0.07%"
"04/17/2023","19.3902","19.3772","19.5713","19.2979","","0.15%"
"04/14/2023","19.3613","19.3354","19.3974","19.3174","","0.11%"
"04/13/2023","19.3396","19.3208","19.4198","19.3012","","0.10%"
"04/12/2023","19.3209","19.3040","19.3387","19.2765","","0.11%"
"04/11/2023","19.3001","19.2687","19.3325","19.2579","","0.15%"
"04/10/2023","19.2703","19.2578","19.2916","19.2305","","0.09%"
"04/07/2023","19.2528","19.2584","19.2884","19.2228","","-0.02%"
"04/06/2023","19.2563","19.2543","19.4500","19.2248","","0.01%"
"04/05/2023","19.2551","19.2248","19.2827","19.2044","","0.17%"
"04/04/2023","19.2223","19.2122","19.2351","19.1900","","0.07%"
"04/03/2023","19.2097","19.1993","19.2426","19.1750","","0.16%"
"03/31/2023","19.1793","19.1877","19.2141","19.1628","","-0.01%"
"03/30/2023","19.1810","19.1517","19.2135","19.1230","","0.15%"
"03/29/2023","19.1515","19.1246","19.3110","19.1040","","0.13%"
"03/28/2023","19.1262","19.0964","19.4223","19.0491","","0.11%"
"03/27/2023","19.1043","19.0854","19.3452","19.0170","","0.30%"
"03/24/2023","19.0477","19.0608","19.2817","18.9933","","-0.07%"
"03/23/2023","19.0609","19.0500","19.1975","18.9440","","0.07%"
"03/22/2023","19.0480","19.0294","19.2033","18.9447","","0.08%"
"03/21/2023","19.0336","19.0184","19.0570","18.9408","","0.09%"
"03/20/2023","19.0171","19.0184","19.0325","18.9960","","-0.02%"
"03/17/2023","19.0208","19.0094","19.0429","18.9850","","0.08%"
"03/16/2023","19.0061","18.9922","19.0771","18.7525","","0.07%"
"03/15/2023","18.9921","18.9790","19.3130","18.8919","","0.06%"
"03/14/2023","18.9808","18.9745","19.0090","18.8618","","0.02%"
"03/13/2023","18.9763","18.9747","19.0740","18.7165","","0.08%"
"03/10/2023","18.9617","18.9704","19.0372","18.6888","","0.01%"
"03/09/2023","18.9598","18.9481","19.0478","18.7400","","0.06%"
"03/08/2023","18.9478","18.9256","19.0295","18.9055","","0.12%"
"03/07/2023","18.9243","18.9225","18.9911","18.8556","","0.15%"
"03/06/2023","18.8955","18.9025","18.9293","18.8004","","0.35%"
"03/03/2023","18.8288","18.8947","18.9265","18.7870","","-0.33%"
"03/02/2023","18.8908","18.8880","18.9367","18.7979","","0.01%"
"03/01/2023","18.8884","18.8872","18.9009","18.8660","","0.01%"
"02/28/2023","18.8874","18.8890","18.9294","18.8655","","0.00%"
"02/27/2023","18.8866","18.8869","19.0081","18.7590","","0.07%"
"02/24/2023","18.8731","18.8854","18.9399","18.7854","","0.00%"
"02/23/2023","18.8735","18.8799","18.9601","18.7810","","-0.03%"
"02/22/2023","18.8799","18.8665","18.9413","18.7735","","0.04%"
"02/21/2023","18.8715","18.8834","18.9128","18.6897","","0.02%"
"02/20/2023","18.8670","18.8556","18.9133","18.8107","","-0.04%"
"02/20/2023","18.8748","18.8561","18.8946","18.6861","","0.24%"
"02/17/2023","18.8297","18.8481","18.8922","18.6800","","0.19%"
"02/16/2023","18.7934","18.8463","18.8917","18.7934","","-0.29%"
"02/16/2023","18.8483","18.8453","18.8843","18.6713","","0.05%"
"02/15/2023","18.8380","18.8529","18.9003","18.8289","","-0.07%"
"02/15/2023","18.8513","18.8499","18.9164","18.6654","","-0.02%"
"02/14/2023","18.8551","18.8287","18.9348","18.8013","","0.08%"
"02/14/2023","18.8396","18.8422","18.8669","18.6581","","0.09%"
"02/13/2023","18.8230","18.8195","18.8734","18.8053","","-0.09%"
"02/13/2023","18.8390","18.8207","18.8584","18.6372","","0.08%"
"02/10/2023","18.8241","18.8320","18.8693","18.6404","","0.06%"
"02/09/2023","18.8131","18.8199","18.8559","18.7931","","-0.08%"
"02/09/2023","18.8291","18.8331","18.8458","18.6572","","0.09%"
"02/08/2023","18.8129","18.8239","18.8469","18.7933","","-0.08%"
"02/08/2023","18.8285","18.8251","18.8604","18.6514","","0.12%"
"02/07/2023","18.8062","18.8147","18.8612","18.7837","","-0.09%"
"02/07/2023","18.8229","18.8279","18.8490","18.6383","","0.04%"
"02/06/2023","18.8147","18.7661","18.8575","18.7661","","-0.05%"
"02/06/2023","18.8241","18.8276","18.8555","18.6464","","0.00%"
"02/03/2023","18.8236","18.7941","18.8654","18.6380","","0.03%"
"02/02/2023","18.8186","18.8031","18.8700","18.7782","","0.06%"
"02/02/2023","18.8064","18.8157","18.8360","18.6424","","0.02%"
"02/01/2023","18.8023","18.7964","18.8320","18.7645","","-0.01%"
"02/01/2023","18.8051","18.8152","18.8559","18.6337","","0.20%"
"01/31/2023","18.7677","18.7775","18.8762","18.7569","","-0.23%"
"01/31/2023","18.8115","18.7934","18.8388","18.6111","","0.03%"
"01/30/2023","18.8056","18.7722","18.8455","18.7534","","0.08%"
"01/30/2023","18.7901","18.8139","18.8578","18.6280","","-0.11%"
"01/27/2023","18.8109","18.7989","18.8210","18.6270","","0.13%"
"01/26/2023","18.7860","18.7745","18.8242","18.7620","","-0.09%"
"01/26/2023","18.8038","18.7998","18.8295","18.6305","","0.05%"
"01/25/2023","18.7947","18.7896","18.8220","18.7557","","-0.01%"
"01/25/2023","18.7972","18.8188","18.8567","18.6420","","0.12%"
"01/24/2023","18.7754","18.8096","18.8434","18.7603","","-0.26%"
"01/24/2023","18.8250","18.8064","18.8267","18.5420","","0.15%"
"01/23/2023","18.7975","18.8030","18.8341","18.7151","","-0.07%"
"01/23/2023","18.8102","18.7639","18.8446","18.6210","","0.26%"
"01/20/2023","18.7614","18.7615","18.8474","18.6175","","0.02%"
"01/19/2023","18.7579","18.7506","18.8422","18.7079","","-0.01%"
"01/19/2023","18.7601","18.7594","18.8056","18.6123","","0.01%"
"01/18/2023","18.7575","18.7571","18.8040","18.7140","","-0.02%"
"01/18/2023","18.7608","18.7496","18.8051","18.6030","","0.01%"
"01/17/2023","18.7588","18.7443","18.8123","18.7051","","0.04%"
"01/17/2023","18.7504","18.8285","18.8457","18.6460","","0.19%"
"01/16/2023","18.7155","18.7772","18.8145","18.6980","","-0.44%"
"01/16/2023","18.7977","18.8021","18.8369","18.6060","","-0.03%"
"01/13/2023","18.8035","18.7900","18.8441","18.6219","","0.11%"
"01/12/2023","18.7824","18.7593","18.8505","18.7474","","0.01%"
"01/12/2023","18.7807","18.7853","18.7988","18.6058","","0.01%"
"01/11/2023","18.7785","18.7814","18.7865","18.7006","","0.01%"
"01/11/2023","18.7775","18.7775","18.8276","18.5971","","0.08%"
"01/10/2023","18.7633","18.7640","18.8429","18.7061","","-0.08%"
"01/10/2023","18.7776","18.7733","18.7971","18.5347","","0.08%"
"01/09/2023","18.7622","18.7652","18.8013","18.5565","","-0.07%"
"01/09/2023","18.7758","18.7405","18.8248","18.5526","","0.11%"
"01/06/2023","18.7544","18.7622","18.7984","18.5860","","0.01%"
"01/05/2023","18.7524","18.7178","18.8204","18.6736","","-0.07%"
"01/05/2023","18.7655","18.7445","18.7868","18.5599","","0.15%"
"01/04/2023","18.7378","18.7224","18.8135","18.7224","","-0.03%"
"01/04/2023","18.7432","18.7139","18.7723","18.5535","","0.11%"
"01/03/2023","18.7224","18.7151","18.8124","18.6837","","-0.03%"
"01/03/2023","18.7284","18.7300","18.7682","18.5406","","0.16%"
"01/02/2023","18.6979","18.6940","18.8064","18.6711","","-0.09%"
"01/02/2023","18.7148","18.6962","18.7542","18.5378","","0.13%"
"12/30/2022","18.6905","18.6960","18.7238","18.5262","","0.01%"
"12/29/2022","18.6877","18.7028","18.7504","18.6691","","-0.12%"
"12/29/2022","18.7096","18.7319","18.7464","18.5486","","0.11%"
"12/28/2022","18.6889","18.7009","18.7467","18.6688","","-0.16%"
"12/28/2022","18.7180","18.6692","18.7465","18.4954","","0.22%"
"12/27/2022","18.6777","18.6669","18.7736","18.6151","","-0.13%"
"12/27/2022","18.7020","18.6948","18.8300","18.5282","","0.19%"
"12/26/2022","18.6670","18.6603","18.7948","18.6164","","-0.11%"
"12/26/2022","18.6878","18.6831","18.7533","18.4740","","0.12%"
"12/23/2022","18.6657","18.6442","18.7217","18.4860","","0.05%"
"12/22/2022","18.6570","18.6422","18.7208","18.6115","","-0.04%"
"12/22/2022","18.6653","18.5048","18.7097","18.5029","","0.12%"
"12/21/2022","18.6424","18.6220","18.7042","18.6219","","-0.18%"
"12/21/2022","18.6769","18.6501","18.7070","18.4750","","0.14%"
"12/20/2022","18.6502","18.6479","18.7076","18.5987","","-0.06%"
"12/20/2022","18.6621","18.6560","18.6898","18.4811","","0.12%"
"12/19/2022","18.6406","18.6353","18.6833","18.6219","","-0.06%"
"12/19/2022","18.6526","18.4780","18.6742","18.4770","","0.07%"
"12/16/2022","18.6393","18.6274","18.6760","18.4630","","-0.04%"
"12/15/2022","18.6460","18.6264","18.6810","18.5957","","0.02%"
"12/15/2022","18.6418","18.6295","18.6662","18.4340","","0.21%"
"12/14/2022","18.6031","18.5954","18.6791","18.5540","","-0.13%"
"12/14/2022","18.6282","18.6197","18.6587","18.4190","","0.13%"
"12/13/2022","18.6035","18.5970","18.6685","18.5361","","0.15%"
"12/13/2022","18.5750","18.7922","18.8685","18.5730","","0.02%"
"12/12/2022","18.5717","18.6241","18.7085","18.5362","","-0.37%"
"12/12/2022","18.6400","18.6504","18.6814","18.4485","","-0.07%"
"12/09/2022","18.6538","18.6408","18.6743","18.4535","","0.02%"
"12/08/2022","18.6503","18.6113","18.6905","18.6113","","0.04%"
"12/08/2022","18.6427","18.6467","18.6685","18.4573","","0.10%"
"12/07/2022","18.6243","18.6203","18.6860","18.6115","","-0.09%"
"12/07/2022","18.6404","18.6294","18.6559","18.4439","","0.11%"
"12/06/2022","18.6203","18.6170","18.6565","18.5964","","-0.06%"
"12/06/2022","18.6323","18.6266","18.6585","18.4503","","0.04%"
"12/05/2022","18.6248","18.6346","18.6600","18.5997","","-0.10%"
"12/05/2022","18.6434","18.6501","18.7123","18.4557","","0.06%"
"12/02/2022","18.6330","18.6339","18.6915","18.4527","","0.01%"
"12/01/2022","18.6303","18.6277","18.7069","18.6096","","-0.04%"
"12/01/2022","18.6377","18.5964","18.6705","18.4454","","0.14%"
"11/30/2022","18.6115","18.6099","18.6913","18.5756","","0.00%"
"11/30/2022","18.6121","18.6563","18.6856","18.4826","","0.12%"
"11/29/2022","18.5895","18.6567","18.7260","18.5848","","-0.27%"
"11/29/2022","18.6394","18.6185","18.6769","18.4190","","0.14%"
"11/28/2022","18.6138","18.6005","18.6863","18.5846","","-0.09%"
"11/28/2022","18.6305","18.6020","18.6528","18.4480","","0.21%"
"11/25/2022","18.5913","18.6091","18.6587","18.4462","","0.05%"
"11/24/2022","18.5816","18.5795","18.6619","18.5707","","-0.15%"
"11/24/2022","18.6103","18.6176","18.6661","18.4397","","0.03%"
"11/23/2022","18.6046","18.6058","18.6457","18.5819","","-0.07%"
"11/23/2022","18.6174","18.6208","18.6418","18.4291","","0.07%"
"11/22/2022","18.6037","18.6081","18.6313","18.5786","","-0.05%"
"11/22/2022","18.6135","18.6151","18.6556","18.4293","","0.17%"
"11/21/2022","18.5819","18.6073","18.6469","18.5709","","-0.21%"
"11/21/2022","18.6212","18.6267","18.6544","18.4054","","-0.01%"
"11/18/2022","18.6236","18.5861","18.6628","18.4567","","0.19%"
"11/17/2022","18.5889","18.5445","18.6321","18.5337","","0.01%"
"11/17/2022","18.5878","18.6199","18.6500","18.4500","","0.15%"
"11/16/2022","18.5599","18.5920","18.6280","18.5429","","-0.27%"
"11/16/2022","18.6094","18.6187","18.6555","18.4324","","0.03%"
"11/15/2022","18.6036","18.5880","18.6612","18.5565","","-0.04%"
"11/15/2022","18.6106","18.5924","18.6411","18.4167","","0.05%"
"11/14/2022","18.6017","18.5846","18.6494","18.5427","","-0.09%"
"11/14/2022","18.6180","18.5915","18.6549","18.3854","","0.21%"
"11/11/2022","18.5784","18.4911","18.5929","18.2909","","0.04%"
"11/10/2022","18.5717","18.4593","18.5848","18.4576","","0.45%"
"11/10/2022","18.4892","18.5833","18.6364","18.3884","","0.16%"
"11/09/2022","18.4593","18.5678","18.6728","18.4592","","-0.71%"
"11/09/2022","18.5907","18.5335","18.6203","18.3670","","0.12%"
"11/08/2022","18.5686","18.5191","18.6462","18.4966","","0.18%"
"11/08/2022","18.5361","18.4509","18.6177","18.3277","","0.04%"
"11/07/2022","18.5284","18.4374","18.6100","18.4071","","0.45%"
"11/07/2022","18.4452","18.5677","18.6282","18.3935","","-0.66%"
"11/04/2022","18.5684","18.6170","18.6711","18.4128","","0.01%"
"11/03/2022","18.5657","18.5929","18.6794","18.4910","","-0.28%"
"11/03/2022","18.6176","18.6234","18.6442","18.4322","","0.08%"
"11/02/2022","18.6021","18.5842","18.6576","18.5842","","-0.14%"
"11/02/2022","18.6289","18.5722","18.6510","18.4310","","0.15%"
"11/01/2022","18.6019","18.5549","18.6640","18.5440","","0.10%"
"11/01/2022","18.5833","18.6094","18.6744","18.4646","","0.16%"
"10/31/2022","18.5535","18.6006","18.6773","18.4801","","-0.33%"
"10/31/2022","18.6151","18.6121","18.6726","18.4531","","0.17%"
"10/28/2022","18.5835","18.5999","18.6416","18.4163","","0.01%"
"10/27/2022","18.5813","18.5864","18.6617","18.5542","","-0.10%"
"10/27/2022","18.5996","18.6021","18.6502","18.3292","","-0.11%"
"10/26/2022","18.6209","18.6037","18.6620","18.5369","","0.09%"
"10/26/2022","18.6042","18.6161","18.6418","18.4301","","0.14%"
"10/25/2022","18.5784","18.5900","18.6375","18.5196","","-0.13%"
"10/25/2022","18.6028","18.6181","18.6394","18.4322","","0.08%"
"10/24/2022","18.5880","18.5486","18.6527","18.5198","","-0.10%"
"10/24/2022","18.6067","18.5941","18.6338","18.4071","","0.05%"
"10/21/2022","18.5965","18.5938","18.6308","18.4021","","0.04%"
"10/20/2022","18.5884","18.5787","18.6262","18.5341","","-0.05%"
"10/20/2022","18.5973","18.5954","18.6222","18.4045","","0.13%"
"10/19/2022","18.5732","18.5736","18.6430","18.5236","","-0.09%"
"10/19/2022","18.5907","18.5849","18.6156","18.3890","","0.04%"
"10/18/2022","18.5829","18.5822","18.6249","18.5506","","-0.02%"
"10/18/2022","18.5872","18.5682","18.6119","18.4018","","0.00%"
"10/17/2022","18.5875","18.6074","18.6342","18.5237","","0.03%"
"10/17/2022","18.5810","18.5910","18.6161","18.4210","","0.04%"
